cps_code,AIOE,dv_rating_beta,human_rating_beta,genaiexp_estz_total,genaiexp_estz_core,ai_applicability_score,pca_score
4055,-1.012573588,0.097039474,0.115405702,0.035610336,0.035610336,0.169381022,-1.895885146
4110,-0.9481003,0.183673469,0.224489796,0.14,0.14,0.299202924,-0.632211152
4120,-0.7270206,0.12962963,0.111111111,0,0,0.127582818,-2.010364748
4130,-1.927078,0,0,0,0,0.087791566,-3.108800572
4140,-1.738612,0,0,0,0,0.017590488,-3.284436265
4150,-0.0565477,0.228571429,0.328571429,0.36363637,0.31818181,0.368070093,1.014067584
4200,-0.5854128,0.265306122,0.255102041,0.23076923,0.23076923,0.166878846,-0.409311523
4210,-0.5548871,0.354545455,0.245454545,0.14285715,0.14285715,0.120080766,-0.745179649
4220,-1.436201,0,0.027777778,0.043478262,0.043478262,0.107553073,-2.620226769
4230,-1.480657,0,0.058823529,0,0,0.008116295,-3.0935104
4240,-0.7255374,0.25,0.229166667,0.06666667,0.06666667,0.117945944,-1.332366766
4251,-1.824293,0.024390244,0.024390244,0,0,0.048925479,-3.111561798
4252,-1.727035,0.06097561,0.06097561,0.03846154,0.01923077,0.030077838,-2.892145544
4255,-0.8847935,0.055555556,0.055555556,0.050000001,0.050000001,0.089037946,-2.278509368
4330,0.315447292,0.397248916,0.350956268,0.152049216,0.1291902,0.273164051,0.442597655
4340,-0.9167759,0.103448276,0.137931034,0.052631579,0.052631579,0.057671717,-2.137274005
4350,-0.8890408,0.272727273,0.181818182,0.045454547,0.045454547,0.249317553,-1.059966869
4400,0.094538369,0.146386259,0.155538872,0.076876869,0.069249257,0.335341499,-0.537817494
4420,-0.2420959,0.142857143,0.2,0,0,0.253073065,-1.156276877
4435,-0.515969432,0.206654537,0.353549351,0.153273625,0.10186291,0.306285919,-0.176602352
4461,-0.563322405,0.163910797,0.213874828,0.142232993,0.03846154,0.182589438,-1.148716417
4465,-0.1903759,0.162790698,0.093023256,0.11363637,0.11363637,0.112551327,-1.399948911
4500,-0.7294621,0.161764706,0.073529412,0.125,0.075000003,0.099566078,-1.763470411
4510,-0.6824517,0.078947368,0.052631579,0.043478262,0.043478262,0.089809157,-2.180211631
4521,0.0335124,0.083333333,0.055555556,0.055555556,0.055555556,0.037246951,-2.019129974
4522,-0.2628396,0.196969697,0.106060606,0.11111111,0.11111111,0.110548007,-1.355859989
4525,-0.78416593,0.196859831,0.118325643,0,0,0.105733274,-1.97248623
4530,-0.02498719,0.334816386,0.525221721,0.134234561,0.109884646,0.31948776,0.641523156
4600,-0.3834794,0.141431204,0.340448403,0.059999999,0.059999999,0.173590083,-0.992563743
4621,-2.111948,0.014705882,0.235294118,0.090909094,0.090909094,0.137335253,-2.160829543
4622,-0.2441154,0.238095238,0.25,0.14583333,0.10416666,0.215285767,-0.554593817
4640,0.4746119,0.24,0.28,0.06666667,0.033333335,0.147572621,-0.718333219
4700,0.0191826,0.486486486,0.405405405,0.21428572,0.16666667,0.130094837,0.26735491
4710,1.316195,0.537037037,0.444444444,0.41666666,0.19444445,0.169450145,1.517578872
4720,-0.246718949,0.209666233,0.360112701,0.172604643,0.103655027,0.329238182,0.071586262
4740,0.0784367,0.532258065,0.677419355,0.3125,0.3125,0.357429774,2.206690457
4750,-0.1184909,0.342857143,0.342857143,0.21052632,0.21052632,0.257014361,0.352483343
4760,0.0873069,0.342105263,0.355263158,0.20833333,0.083333336,0.336236578,0.491097904
4800,1.162588,0.538461538,0.692307692,0.60000002,0.55000001,0.362964011,3.677714806
4810,1.341258,0.575757576,0.53030303,0.15789473,0.15789473,0.239943946,1.504584287
4820,1.255987386,0.605769231,0.519230769,0.533201496,0.449888729,0.231818607,2.702786741
4830,1.133598,0.5625,0.5625,0.625,0.625,0.255832404,3.251534722
4840,0,0.633333333,0.566666667,0,0,0.459810459,1.344766136
4850,0.844252441,0.581901974,0.66463166,0.503216951,0.346577658,0.328819561,2.881280486
4900,0.028529744,0.136226176,0.397631533,0.203337643,0.038487594,0.364116116,0.174674084
4920,0.923731639,0.450403847,0.413018544,0.282774869,0.182312114,0.278745919,1.268005997
4930,1.145416,0.511363636,0.534090909,0.41999999,0.31999999,0.313116477,2.352144314
4940,1.118129,0.805555556,0.527777778,0.95833331,0.5,0.404479881,4.496606777
4950,1.107101,0.260869565,0.52173913,0.16666667,0.16666667,0.318789573,1.122856157
5000,1.038688,0.489583333,0.53125,0.62068963,0.51724136,0.245482683,2.757355416
5010,0.9832644,0.629032258,0.483870968,0.5,0.2631579,0.345531395,2.546815023
5020,1.019712,0.894736842,0.552631579,0.40625,0.09375,0.41765147,2.958292655
5100,1.271991,0.696428571,0.428571429,0.83333331,0.69999999,0.238180755,3.730799903
5110,1.333454365,0.773809524,0.416666667,0.583333032,0.383333147,0.229383348,2.785071485
5120,1.039749,0.802325581,0.313953488,0.86666667,0.33333334,0.276048631,3.073235853
5130,0.4026518,0.419354839,0.419354839,0.05882353,0,0.222917408,0.061698167
5140,1.257632,0.837837838,0.486486486,0.77272725,0.56818181,0.235651165,3.73208157
5150,1.487838,0.614285714,0.457142857,0.52631581,0.5,0.256459559,2.860987673
5160,0.4727723,0.541666667,0.333333333,0.37931034,0.22413793,0.297894944,1.411057065
5200,1.144877,0.766666667,0.8,0.30000001,0.2,0.412256894,3.280120459
5210,1.149758,0.964285714,0.732142857,0.73809522,0.2857143,0.317066952,4.10205706
5220,1.166266433,0.7,0.590909091,0.566666385,0.533333101,0.282763738,3.393097321
5230,1.440294726,0.65,0.575,0.562499502,0.406249641,0.192710012,2.798685752
5240,0.952839638,0.568181818,0.704545455,0.564644583,0.332143883,0.440279085,3.460858785
5250,1.226286,0.68,0.62,0.47058824,0.20588236,0.283200079,2.63043016
5260,0.2839743,0.794117647,0.470588235,0.55263156,0.44736841,0.309758878,2.867264277
5300,0.6063127,0.5,0.397435897,0.375,0.375,0.273884645,1.721317859
5310,1.297031,0.672413793,0.431034483,0.61764705,0.47058824,0.240279745,2.881703059
5320,0.2038919,0.534482759,0.439655172,0.30303031,0.27272728,0.189912174,1.079741045
5330,1.364395,0.59375,0.5,0.47222221,0.44444445,0.295491877,2.796848912
5340,1.174998,0.56,0.6,0.40000001,0.26666668,0.359782715,2.617103945
5350,0.8388861,0.714285714,0.6,0.52631581,0.44736841,0.326075282,3.221452867
5360,1.353098,0.620689655,0.465517241,0.5,0.28947368,0.229339677,2.278356124
5400,1.013186,0.533333333,0.583333333,0.42105263,0.2631579,0.287663292,2.238509427
5410,0.227312,0.457142857,0.528571429,0.30952382,0.14285715,0.415166611,1.692819331
5500,1.405415,0.527301315,0.428816467,0.42137098,0.31619623,0.213400717,1.909092274
5510,-0.9591126,0.310344828,0.155172414,0.20588236,0.20588236,0.14575126,-0.849857908
5521,0.9074452,0.65625,0.59375,0.30555555,0.30555555,0.348876387,2.546618128
5522,1.234523,0.673913043,0.652173913,0.30769232,0.26923078,0.23664145,2.360795567
5530,-0.9723772,0.4375,0.354166667,0.07692308,0.07692308,0.260728237,-0.27807288
5540,-0.5186997,0.314814815,0.277777778,0.2857143,0.095238097,0.237110085,-0.161788939
5550,-1.064715,0.230769231,0.346153846,0.22727273,0.13636364,0.164149083,-0.683675092
5560,-1.185001,0.1,0.125,0.2647059,0.05882353,0.094514532,-1.764182595
5600,0.6999103,0.596153846,0.519230769,0.7647059,0.32352942,0.26305686,2.727303509
5610,-0.7463213,0.5,0.357142857,0.54545456,0.5,0.183862282,1.308966254
5630,-0.1860789,0.293103448,0.275862069,0.52272725,0.13636364,0.099087334,-0.072055998
5710,1.079643,0.648648649,0.743243243,0.77272725,0.59090906,0.290900069,4.075760575
5720,1.014541,0.695652174,0.760869565,0.64285713,0.42857143,0.23313631,3.419416911
5730,1.217982,0.666666667,0.611111111,0.75,0.53125,0.224716132,3.50098014
5740,1.099056,0.644230769,0.567307692,0.765625,0.484375,0.28556286,3.475378399
5810,0.3108081,0.892857143,0.5,0.72222221,0.44444445,0.342846555,3.530974849
5820,0.6219606,0.743243243,0.486486486,0.85000002,0.69999999,0.326035481,4.01658812
5830,0.3437743,0.64516129,0.483870968,0.52777779,0.47222221,0.33212406,2.72776854
5840,1.240200119,0.833333333,0.511904762,0.611110666,0.407407111,0.323955127,3.487810523
5850,-0.8184676,0.216216216,0.121621622,0.27586207,0,0.089365378,-1.520765352
5860,0.9888986,0.575757576,0.5,0.73809522,0.5,0.291237103,3.168963667
5900,-0.5171404,0.397058824,0.176470588,0.27777779,0.27777779,0.19229804,-0.03163843
5910,1.288375,0.975,0.6,0.95454544,0.81818181,0.382527485,5.567420187
5920,1.387846333,0.891304348,0.673913043,0.82017653,0.641877249,0.358812155,4.937183516
6005,-0.479184057,0.280701754,0.157894737,0.033333318,0.033333318,0.077097292,-1.591195251
6010,0.1704867,0.291666667,0.291666667,0.34090909,0.045454547,0.089366722,-0.428528339
6020,-1.044292,0.166666667,0.075757576,0.041666668,0,0.181756126,-1.875298135
6040,-1.370968,0.1,0.05,0.16666667,0,0.038503005,-2.480926608
6050,-1.505101455,0.120707318,0.065414816,0.013295222,0.013295222,0.062317658,-2.621687448
6120,-1.064205,0.043478261,0.065217391,0.023809524,0,0.079886029,-2.530959081
6130,-1.054134962,0.168596513,0.081625971,0,0,0.020944381,-2.514316194
6200,-0.3054048,0.416666667,0.233333333,0.16666667,0.16666667,0.114781887,-0.483830298
6210,-1.097532,0.03030303,0,0,0,0.041104056,-2.883084161
6220,-1.748778193,0.033057035,0,0,0,0.098909297,-2.934976377
6230,-1.323630242,0.144444444,0.088888889,0,0,0.055737899,-2.528871638
6240,-1.335759608,0.055878543,0.023224217,0,0,0.062939084,-2.806528352
6250,-1.777397585,0,1.59E-04,0,0,0.015659799,-3.306812836
6260,-1.622988,0.05,0.025,0.03125,0,0.030072809,-2.994084539
6305,-0.910235468,0.049236094,0.07877775,0.048532722,0,0.092334072,-2.342084205
6330,-1.633925271,0.036207198,0.018103599,0.03342203,0.03342203,0.043478915,-2.920632081
6355,-0.7796905,0.146341463,0.146341463,0.047619049,0.047619049,0.150930071,-1.668214796
6360,-1.388901,0.083333333,0.03125,0,0,0.053092615,-2.796121245
6400,-1.479036195,0.048186063,0.078232756,0.030046693,0.030046693,0.100385387,-2.520692272
6410,-1.588929747,0.056940039,0.028379011,0.026138564,0.026138564,0.092789689,-2.692694051
6441,-1.225611,0.035714286,0,0,0,0.051667653,-2.887136013
6442,-1.119593923,0.07531617,0.064363144,0.033285022,0.033285022,0.080534092,-2.411831058
6460,-1.755588,0.076923077,0.038461538,0,0,0.100293657,-2.77274909
6500,-1.970997,0.071428571,0,0,0,0.055109866,-3.111400736
6515,-1.752941,0.04,0,0.017857144,0.017857144,0.009103,-3.180198803
6520,-1.174972,0.065789474,0.039473684,0.0625,0.020833334,0.063766364,-2.53653966
6530,-1.780065,0.028571429,0,0,0,0.029651337,-3.204877263
6540,-0.9441692,0.11,0.11,0.03846154,0.03846154,0.16792945,-1.849681683
6600,-1.620259553,0.009777948,0,0.008351997,0,0.057121787,-3.061540225
6660,0.285348343,0.334104289,0.282380151,0.229406283,0.216279498,0.117502924,-0.080131498
6700,-0.8604742,0.184210526,0.078947368,0.050000001,0.050000001,0.060642226,-2.083907254
6710,-1.902113,0.051282051,0.025641026,0,0,0.068800608,-3.019272937
6720,-0.6887439,0.080645161,0.032258065,0,0,0.027402649,-2.606773851
6730,-1.27909,0.016129032,0,0,0,0.021353788,-3.054174651
6740,-1.39906,0,0,0,0,0,-3.209624944
6750,-1.210591,0.078125,0.09375,0.045454547,0.045454547,0.099908584,-2.26882394
6800,-1.005578253,0.051800718,0.098886298,0.068047042,0.03402352,0.062236826,-2.342254123
6821,-1.144356,0,0,0,0,0.102174816,-2.738970927
6825,-0.7018391,0.136363636,0.113636364,0.01877676,0.004220183,0.052243023,-2.212087219
6835,-1.469005462,0.135416667,0.114583333,0.051953302,0.037518278,0.03583211,-2.45936799
6850,-1.597028544,0.006280094,0.059883414,0.059407077,0,0.048920288,-2.876614492
6920,-1.518977,0,0,0,0,0.008689888,-3.22714323
6950,-1.612403714,0.024175824,0.068896321,0,0,0.035803972,-2.982099876
7000,-0.0205169,0.41025641,0.269230769,0.27272728,0.15909091,0.14108676,-0.04176598
7010,-0.3458247,0.367346939,0.204081633,0.28,0.28,0.159196188,-0.071506719
7020,-0.83779595,0.269241884,0.194863006,0.193085269,0.087197824,0.192191574,-0.884419015
7030,-0.1728535,0.24,0.14,0.15384616,0.11538462,0.153263916,-0.933537219
7040,-0.8106341,0.105769231,0.019230769,0.03846154,0.025641026,0.123025653,-2.175137417
7050,-0.8303875,0.24,0.16,0.2,0.16666667,0.121851919,-1.091507826
7100,-0.487916504,0.316657371,0.248183264,0.160405885,0.124280381,0.207342573,-0.475057377
7110,-0.7915968,0.166666667,0.125,0.125,0.125,0.103607585,-1.56179988
7120,-0.571284,0.238095238,0.095238095,0.13636364,0.13636364,0.123895972,-1.285281901
7130,-0.6926484,0.166666667,0.183333333,0.15625,0.09375,0.180872127,-1.131637969
7140,-0.6551197,0.134328358,0.059701493,0,0,0.069117279,-2.287463729
7150,-1.180589,0.042553191,0.042553191,0,0,0.087341605,-2.641058187
7160,-1.202285,0,0,0,0,0.025389244,-3.038416366
7200,-0.954705056,0.081818182,0.072727273,0.099999953,0.083333297,0.127513587,-1.932042302
7210,-1.010472,0,0,0.01923077,0.01923077,0.109021506,-2.588596984
7220,-1.197273659,0.102159067,0.127829569,0.068611325,0.068611325,0.085181726,-2.116170627
7240,-0.866335821,0.110064418,0.063465707,0.016866996,0.016866996,0.058197774,-2.387351731
7260,-1.408421069,0.017664974,0.018628081,0.007979903,0.007979903,0.052913583,-2.922844867
7300,-0.99316861,0.132973383,0.07021597,0.031566504,0.016064587,0.127050811,-2.111073233
7315,-0.849111162,0.105263158,0.140350877,0.033333314,0.033333314,0.122307693,-1.940817988
7320,-0.9703799,0.145454545,0.109090909,0.064516127,0.064516127,0.122377698,-1.863333727
7330,-1.133448167,0.273480583,0.144783838,0.187012457,0.187012457,0.109525238,-1.210588179
7340,-1.014408,0.137254902,0.078431373,0.13333334,0.13333334,0.086731789,-1.831808043
7350,-0.9735492,0.142857143,0.114285714,0.11111111,0.11111111,0.112171694,-1.722624128
7360,-1.266085,0.02173913,0.043478261,0.021739131,0.021739131,0.074963742,-2.676397164
7410,-1.081398,0,0,0,0,0.111648706,-2.679339941
7420,-1.083883,0.03125,0.03125,0,0,0.165781236,-2.363985213
7430,-0.286956111,0.276056766,0.241692667,0.114554852,0.114554852,0.169433368,-0.717435025
7440,-0.9709935,0.043478261,0.043478261,0.03846154,0.03846154,0.140722243,-2.217747183
7510,-0.7233995,0.321428571,0.196428571,0.15789473,0.052631579,0.083288471,-1.258432081
7520,-1.102728,0.066666667,0.088888889,0,0,0.094936905,-2.442710399
7540,-0.8657498,0.08,0.08,0.071428575,0.071428575,0.043018977,-2.261289661
7550,-1.414062,0.076923077,0.115384615,0.035714287,0.035714287,0.12119641,-2.269232985
7560,-1.221519,0,0.037037037,0,0,0.176301488,-2.428359467
7610,-1.346555,0.033333333,0,0,0,0.062511334,-2.901755594
7640,-1.913185386,0.20677555,0.300593633,0.323721584,0.162251132,0.128142117,-1.076241317
7700,-0.0845282,0.4,0.225,0.44999999,0.44999999,0.250194444,1.095805726
7710,-0.8684706,0.025,0.025,0.050000001,0.033333335,0.053736284,-2.550601895
7720,-0.8289722,0.222222222,0.138888889,0.090909094,0.090909094,0.082318952,-1.648417965
7730,-0.9561453,0.095238095,0,0.083333336,0.083333336,0.11731615,-2.121958013
7740,-1.076307,0.022727273,0.022727273,0,0,0.046350242,-2.82326971
7750,-1.204705318,0.021313778,0.082311111,7.22E-04,0,0.067807708,-2.678054741
7800,-0.3852989,0.264705882,0.117647059,0.083333336,0.055555556,0.090541848,-1.485658264
7810,-1.192700578,0.0528535,0.0105707,0.050210825,0.016736942,0.173590485,-2.261691947
7830,-0.758859,0.066666667,0.066666667,0.050000001,0.050000001,0.063928607,-2.274213996
7840,-0.3791114,0.115384615,0.153846154,0.14,0.12,0.082415025,-1.49026231
7850,-0.5559894,0.129032258,0.032258065,0,0,0.092629085,-2.228567467
7905,-1.85700319,0.326163961,0.204372467,0.508447515,0.41944969,0.253214326,0.249013479
7925,-1.161963216,0.058649599,0.077299683,0.045509313,0.024301535,0.138591523,-2.221281007
7950,-1.036569,0.01,0.02,0.03125,0.03125,0.081964846,-2.592410597
8000,-0.9901662,0.064516129,0.064516129,0.11111111,0.055555556,0.104535413,-2.113073035
8025,-0.953037368,0.172067072,0.041069816,0.004100196,0.004100196,0.133623392,-2.129510951
8030,-0.8675535,0.234693878,0.132653061,0.086206898,0.086206898,0.169340593,-1.358435414
8040,-1.132180797,0.080952153,0.032380861,0,0,0.072481859,-2.624219611
8060,-0.69998282,0.158308497,0.107784011,0.106697051,0.063085938,0.098137273,-1.748457894
8100,-1.191252711,0.075215638,0.032235273,0,0,0.06912572,-2.671242281
8130,-0.5317897,0.1875,0.109375,0.11764706,0.05882353,0.086209499,-1.65472531
8140,-1.182208138,0.086654383,0.040603375,0.019430408,0.015352748,0.08345423,-2.513660082
8225,-0.799996014,0.10730784,0.113925074,0.095457662,0.073453101,0.132038471,-1.748763067
8250,0.4107973,0.4375,0.109375,0.22,0.2,0.133171817,-0.182457805
8255,-0.7093881,0.2875,0.125,0.19565217,0.065217391,0.119739767,-1.239983811
8256,-0.9062089,0.08974359,0.064102564,0,0,0.046031011,-2.546304624
8300,-1.054399,0.05,0.05,0,0,0.044602386,-2.714294206
8310,-1.950063,0.010416667,0.020833333,0.017857144,0.017857144,0.055707102,-3.105278102
8320,-0.9639661,0.081395349,0.023255814,0,0,0.047212648,-2.664451582
8335,-1.002584192,0.067255691,0.047708407,0,0,0.060542058,-2.608586794
8350,-0.450859061,0.084956418,0.064976533,0,0,0.059711453,-2.319173173
8365,-1.220435361,0.128130117,0.105327371,0.068474368,0.024529709,0.081722162,-2.222535068
8450,-1.313735,0.191176471,0.088235294,0.022727273,0,0.083746139,-2.299048548
8465,-0.734634668,0.133345226,0.102518736,0.110095588,0.070144923,0.054041479,-1.958306807
8500,-1.327489,0.117647059,0.044117647,0.175,0.075000003,0.118647525,-1.992669871
8510,-1.197727,0.028571429,0.071428571,0,0,0.08427115,-2.626064432
8530,-1.165031,0.058823529,0.014705882,0,0,0.108910643,-2.583876219
8540,-1.130357,0.065217391,0.032608696,0.07692308,0.057692308,0.132617744,-2.188517809
8555,-0.837890267,0.188034188,0.196581197,0.033333333,0.033333333,0.149097148,-1.571427352
8600,-0.214937443,0.182779585,0.106634176,0.123673837,0.111273967,0.077419699,-1.458350035
8610,-0.5032496,0.162790698,0.104651163,0.079999998,0.079999998,0.100348091,-1.672028844
8620,-0.44501,0.125,0.125,0.125,0.125,0,-1.870595352
8630,-0.356784062,0.160276112,0.144260405,0.150146902,0.09860366,0.065688085,-1.501774998
8640,-0.638774488,0.1493934,0.07133452,0.119930622,0.119930622,0.094500516,-1.692886003
8650,-0.892328427,0.104178315,0.078882841,0.093530103,0.093530103,0.073705821,-2.037195467
8710,-1.062283693,0.059354764,0.049462303,0.093271774,0.062181184,0.087533846,-2.261946246
8720,-1.042151,0.075,0.075,0.053571429,0.035714287,0.080358574,-2.319649826
8730,-0.9582346,0.16,0.04,0.11111111,0.11111111,0.1215639,-1.802500683
8740,-0.0293395,0.416666667,0.177083333,0.5,0.265625,0.092988187,0.211718404
8750,-0.156006602,0.205357143,0.133928571,0.031057998,0.031057998,0.119338565,-1.505393282
8760,-0.262259248,0.074123709,0.058818457,0,0,0.059348783,-2.276513968
8800,-0.978608,0,0.075,0,0,0.020053129,-2.813522243
8810,-2.479305324,0.04128584,0.011804568,0,0,0.053479092,-3.355755665
8830,-0.3615806,0.38,0.17,0.0625,0.03125,0.128163705,-1.103890196
8850,-1.311418,0.064516129,0,0.05882353,0.05882353,0.116166106,-2.418504181
8865,-1.083517872,0.097134046,0.048567023,0.078592257,0.078592257,0.071634802,-2.252764099
8910,-0.6395226,0.136363636,0.03030303,0.033333335,0,0.086996976,-2.214915308
8920,-1.183408,0.070981555,0.046565191,0.006578947,0,0.096536393,-2.536677075
8930,-0.8740445,0,0.026315789,0,0,0.090888257,-2.615915661
8940,-1.610915,0.019230769,0,0,0,0.011765051,-3.217741725
8950,-1.411304,0.088888889,0.055555556,0.029411765,0,0.021475905,-2.80751074
8990,-0.6372312,0.234375,0.0625,0.14583333,0.083333336,0.105188632,-1.540674831
9005,-0.7091902,0.3,0,0.16666667,0,0.110323886,-1.684471669
9030,-0.198375888,0.313301162,0.223375571,0.108234636,0.076368284,0.137567644,-0.85018196
9040,0.867981128,0.351541202,0.316387082,0.133404609,0.073572504,0.188419808,0.065402769
9050,-0.7621183,0.166666667,0.145833333,0.1,0.1,0.301259844,-0.889848946
9110,-0.8298703,0.090909091,0.045454545,0,0,0.047331026,-2.546519005
9121,0,0.323529412,0.176470588,0,0,0.164756865,-1.087647347
9122,-0.605453,0.240740741,0.166666667,0,0,0.238109547,-1.243979956
9130,-1.09058785,0.310089423,0.190945036,0.135874608,0.125885549,0.130911427,-1.163420114
9141,0,0.25,0.173076923,0,0,0.154106668,-1.269427426
9142,0,0.28125,0.25,0,0,0.201461583,-0.884150618
9210,-0.52900571,0.278124114,0.215748087,0.071653918,0.071653918,0.127305041,-1.175510104
9240,-0.4662731,0.277777778,0.208333333,0.18181819,0.13636364,0.155059537,-0.746585943
9265,-1.403174041,0.269635412,0.110848793,0.152805988,0.111798501,0.072909373,-1.735680236
9300,-1.150001,0.042553191,0.010638298,0.035714287,0,0.064488805,-2.713533862
9310,-0.45710535,0.247023853,0.204046175,0.124931576,0.124931576,0.128756556,-1.025053156
9330,-0.5264951,0.171875,0.140625,0.23529412,0.23529412,0.024947534,-1.285863549
9350,-0.8353891,0.107142857,0.125,0,0,0.221438624,-1.730586651
9365,-1.221489,0.130434783,0.065217391,0,0,0.044187205,-2.603218463
9410,-0.18376,0.412575758,0.234393939,0.22539683,0.092063494,0.133552041,-0.416318553
9415,-0.3752249,0.222222222,0.138888889,0.14285715,0.071428575,0.472999433,-0.007757439
9430,0.127111042,0.416155545,0.328633071,0.273988674,0.105339809,0.095614469,-0.116249308
9510,-1.030619,0.184210526,0.026315789,0,0,0.071413517,-2.407356766
9570,-0.78322396,0.091168822,0.129545933,0.076634663,0,0.052704097,-2.202213689
9600,-1.39869,0.03125,0.03125,0,0,0.013095858,-3.040559211
9610,-1.629897,0.083333333,0,0,0,0.038752468,-3.009416167
9620,-1.704648846,0.04173913,0.040869565,0.075196814,0.023746362,0.053873166,-2.801310061
9630,-1.037413,0.090909091,0.090909091,0.07692308,0.07692308,0.019375993,-2.353089479
9640,-1.51362,0.1,0.1,0.083333336,0.083333336,0.069723824,-2.306510453
9645,-0.789294235,0.181818182,0.190909091,0.083333276,0.066666622,0.122967713,-1.515901734
9650,-0.943415912,0.129086401,0.071108868,0.053699156,0.053699156,0.095077076,-2.098567234
9720,-1.283373,0.196428571,0.232142857,0.03125,0,0.046120004,-2.103401409
9760,-1.38776,0.071428571,0.125,0.10526316,0.10526316,0.079918245,-2.139376626
